trial_0,trial_1,trial_2
-0.006234419187536672,0.011036007095596352,0.002280272223169894
0.0012031651419445477,0.0022057388138351608,-0.007448764101030469
-0.012726871448065011,-0.006226437878233902,-0.013545395936316929
-0.012025004603959919,0.00021712756617035963,0.008088013957168589
-0.0023770229767022624,-0.012056450289946135,-0.0038956437745252936
-0.003525699137389896,0.003066639716056755,-0.00360804084734618
0.001610686584255542,-0.0002152050047464515,-0.006601730106041323
-0.013986156427904023,0.00043647972307350085,-0.0031619216511218464
-0.003093892573127445,0.008008305114109797,0.001835987047467336
-0.009639763348419516,-0.00260762965124608,0.004649213957299233
-0.005060953011234679,-0.0005097126319372979,0.00800772100249284
-0.0005314779782882879,0.005525791253351706,0.0007459208578677193
-0.006659728063854275,0.005395986059376263,0.005177351655004746
-0.0003571791751604016,-0.0003812616493433776,0.005629023070919541
0.002582684514325682,0.007333175039542552,-0.009459429444837202
0.006704197332461668,0.006876649787416101,0.0008096376015984527
0.009475995025857845,-0.0038052515459499467,0.0001774870502221525
-0.002312496311478028,0.014704274968677702,-0.001249811519618086
-0.0060284893246129855,-0.007953491693183868,0.009604444587688405
0.0016926442919899657,-0.0076357597260210495,0.0008675397139134889
0.0016398443920588699,0.0033559771612054656,-0.009824337820641219
0.0009876622337017655,0.003910180837714003,0.011677032571446167
-0.004459161605279101,0.003295529148799369,-0.0028192054819663904
0.006589204482345678,-0.0038912946992728107,0.005007983236243324
0.0018064892218548683,-0.001532559660463808,0.018204803519089048
-0.005547918467572745,-0.000536599180908291,0.007624195006476653
0.0031530891074218717,-0.0015936467979224605,-0.005014451199659066
0.0008127836036518048,-0.007976185486599154,-0.004034037061069758
-0.0024680373946546633,0.013385753543423688,-9.440674136137529e-06
0.003657413308717425,-0.0031214501471894286,0.0030857363026655427
-0.00745858411190361,-0.001626156188062138,-0.008473747721825848
0.002514963988784367,0.006082673635988408,0.008571526931929663
-0.007677691158769028,0.0012542451480793055,-0.003923999174564088
-6.56236178225286e-05,-0.003890104067851851,0.004623057708985683
0.0018080373682926214,0.0024040681921311535,0.0036425728102137352
-0.002225389485050533,0.003398503935116375,0.013326935904812017
-0.001998084001579,0.0024825341736259884,-0.006273893002901205
-0.009713801945292451,-0.0015137399090743983,-0.003794945724785159
0.0009302200791985562,0.003233134305818853,-0.005604080631775314
-0.002719057643309955,-0.011761925176628225,0.002743839106991175
0.0011207059190429442,-0.0023430226447160463,0.004195546312997963
-0.008065491051611716,-0.02140217058634989,-0.006404842589499751
-0.007265516299743013,0.008644339470611254,0.005909491683047465
-0.0008767133991710459,-0.007527813103428793,0.0012173361847749083
0.006908484741569432,-0.008460901952881811,0.008130915440350474
